YearEnd,LocationDesc,Question,Data_Value,Age_years,GeoLocation
2011,Alabama,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,20.3,45 - 54,"(32.840571122, -86.631860762)"
2011,Indiana,Percent of adults aged 18 years and older who have obesity,36.7,55 - 64,"(39.766910452, -86.149960194)"
2011,Pennsylvania,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.5,55 - 64,"(40.793730152, -77.860700294)"
2012,Iowa,Percent of adults aged 18 years and older who have obesity,16.5,18 - 24,"(42.469400913, -93.816490556)"
2015,Arkansas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.6,65 or older,"(34.748650124, -92.274490743)"
2015,Maryland,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.8,25 - 34,"(39.290580964, -76.609260111)"
2015,Connecticut,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),29.0,18 - 24,"(41.56266102, -72.649840952)"
2011,Delaware,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),48.5,55 - 64,"(39.008830667, -75.577741168)"
2013,Kentucky,Percent of adults aged 18 years and older who have an overweight classification,38.2,65 or older,"(37.645970271, -84.774971048)"
2015,Maryland,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,47.6,18 - 24,"(39.290580964, -76.609260111)"
2013,Illinois,Percent of adults who engage in no leisure-time physical activity,17.1,18 - 24,"(40.485010283, -88.997710178)"
2015,Washington,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.1,45 - 54,"(47.522278629, -120.47001079)"
2014,Nevada,Percent of adults who engage in no leisure-time physical activity,18.6,18 - 24,"(39.49324039, -117.071840564)"
2011,California,Percent of adults aged 18 years and older who have an overweight classification,26.8,18 - 24,"(37.638640123, -120.999999538)"
2014,New Mexico,Percent of adults who engage in no leisure-time physical activity,23.2,55 - 64,"(34.520880952, -106.240580985)"
2014,Idaho,Percent of adults aged 18 years and older who have obesity,31.9,55 - 64,"(43.682630005, -114.363730042)"
2014,Connecticut,Percent of adults who engage in no leisure-time physical activity,30.0,65 or older,"(41.56266102, -72.649840952)"
2012,Kentucky,Percent of adults aged 18 years and older who have obesity,34.2,55 - 64,"(37.645970271, -84.774971048)"
2015,Wyoming,Percent of adults aged 18 years and older who have obesity,27.4,25 - 34,"(43.235541343, -108.109830353)"
2015,New Hampshire,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.8,65 or older,"(43.655950113, -71.50036092)"
2011,West Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.9,55 - 64,"(38.665510202, -80.712640135)"
2011,Wyoming,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,33.7,18 - 24,"(43.235541343, -108.109830353)"
2013,Michigan,Percent of adults aged 18 years and older who have obesity,29.8,65 or older,"(44.661319543001, -84.71439027)"
2015,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.4,18 - 24,"(37.542680674, -78.457890463)"
2015,Mississippi,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),16.8,45 - 54,"(32.745510099, -89.538030825)"
2015,Mississippi,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),20.3,35 - 44,"(32.745510099, -89.538030825)"
2015,Vermont,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),59.7,55 - 64,"(43.625381239, -72.517640791)"
2014,Alabama,Percent of adults who engage in no leisure-time physical activity,31.6,45 - 54,"(32.840571122, -86.631860762)"
2013,Nebraska,Percent of adults who engage in no leisure-time physical activity,30.1,65 or older,"(41.641040988001, -99.365720623)"
2011,Virginia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,28.7,55 - 64,"(37.542680674, -78.457890463)"
2015,Wisconsin,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.5,45 - 54,"(44.393191174, -89.816370742)"
2015,District of Columbia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.0,45 - 54,"(38.890371385, -77.031961127)"
2014,New York,Percent of adults who engage in no leisure-time physical activity,21.1,25 - 34,"(42.827001032, -75.543970427)"
2014,Wyoming,Percent of adults who engage in no leisure-time physical activity,12.8,18 - 24,"(43.235541343, -108.109830353)"
2011,Oregon,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.3,55 - 64,"(44.567449424, -120.155031326)"
2013,New Jersey,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.8,55 - 64,"(40.130570048, -74.273691288)"
2015,Oklahoma,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.7,25 - 34,"(35.472031356, -97.521070214)"
2012,Kentucky,Percent of adults aged 18 years and older who have an overweight classification,37.5,45 - 54,"(37.645970271, -84.774971048)"
2013,Delaware,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.0,55 - 64,"(39.008830667, -75.577741168)"
2012,Arizona,Percent of adults who engage in no leisure-time physical activity,29.0,65 or older,"(34.86597028, -111.763811277)"
2013,Maryland,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.2,35 - 44,"(39.290580964, -76.609260111)"
2013,Illinois,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,19.4,55 - 64,"(40.485010283, -88.997710178)"
2011,Oregon,Percent of adults aged 18 years and older who have an overweight classification,31.2,25 - 34,"(44.567449424, -120.155031326)"
2013,California,Percent of adults aged 18 years and older who have obesity,22.0,65 or older,"(37.638640123, -120.999999538)"
2014,Kentucky,Percent of adults aged 18 years and older who have an overweight classification,40.6,65 or older,"(37.645970271, -84.774971048)"
2011,North Carolina,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),24.7,25 - 34,"(35.466220975, -79.159250463)"
2013,Texas,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.3,25 - 34,"(31.827240407, -99.426770206)"
2015,South Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,14.3,65 or older,"(44.353130053, -100.373530637)"
2015,Oklahoma,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.4,45 - 54,"(35.472031356, -97.521070214)"
2012,California,Percent of adults who engage in no leisure-time physical activity,13.1,18 - 24,"(37.638640123, -120.999999538)"
2011,Indiana,Percent of adults aged 18 years and older who have obesity,30.9,25 - 34,"(39.766910452, -86.149960194)"
2012,New York,Percent of adults who engage in no leisure-time physical activity,25.5,45 - 54,"(42.827001032, -75.543970427)"
2011,Utah,Percent of adults aged 18 years and older who have obesity,24.6,65 or older,"(39.360700171, -111.587130635)"
2013,Arkansas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),19.8,45 - 54,"(34.748650124, -92.274490743)"
2013,Hawaii,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,35.4,18 - 24,"(21.304850435, -157.857749403)"
2011,Virginia,Percent of adults aged 18 years and older who have obesity,36.5,55 - 64,"(37.542680674, -78.457890463)"
2015,West Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.3,25 - 34,"(38.665510202, -80.712640135)"
2013,Kentucky,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.5,35 - 44,"(37.645970271, -84.774971048)"
2015,Illinois,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,25.5,55 - 64,"(40.485010283, -88.997710178)"
2012,Tennessee,Percent of adults aged 18 years and older who have an overweight classification,27.5,18 - 24,"(35.68094058, -85.774490914)"
2011,Idaho,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,43.7,18 - 24,"(43.682630005, -114.363730042)"
2014,Wyoming,Percent of adults who engage in no leisure-time physical activity,20.5,35 - 44,"(43.235541343, -108.109830353)"
2012,Massachusetts,Percent of adults who engage in no leisure-time physical activity,12.5,18 - 24,"(42.27687047, -72.082690675)"
2011,South Carolina,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),30.7,55 - 64,"(33.998821303, -81.045371207)"
2014,Mississippi,Percent of adults aged 18 years and older who have an overweight classification,32.2,35 - 44,"(32.745510099, -89.538030825)"
2014,Montana,Percent of adults aged 18 years and older who have obesity,24.1,25 - 34,"(47.066528972, -109.424420645)"
2013,Nebraska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.0,45 - 54,"(41.641040988001, -99.365720623)"
2011,New York,Percent of adults who engage in no leisure-time physical activity,25.6,45 - 54,"(42.827001032, -75.543970427)"
2013,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,20.6,35 - 44,"(37.542680674, -78.457890463)"
2015,North Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.3,25 - 34,"(47.475319779, -100.118421049)"
2015,Oklahoma,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,18.5,65 or older,"(35.472031356, -97.521070214)"
2011,Nevada,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.9,18 - 24,"(39.49324039, -117.071840564)"
2015,District of Columbia,Percent of adults aged 18 years and older who have an overweight classification,38.5,35 - 44,"(38.890371385, -77.031961127)"
2011,Mississippi,Percent of adults who engage in no leisure-time physical activity,34.1,25 - 34,"(32.745510099, -89.538030825)"
2011,Nebraska,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.5,65 or older,"(41.641040988001, -99.365720623)"
2011,Arizona,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,29.9,25 - 34,"(34.86597028, -111.763811277)"
2013,New Jersey,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.2,55 - 64,"(40.130570048, -74.273691288)"
2012,Indiana,Percent of adults aged 18 years and older who have an overweight classification,35.7,45 - 54,"(39.766910452, -86.149960194)"
2015,Washington,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.9,25 - 34,"(47.522278629, -120.47001079)"
2015,Iowa,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,14.5,65 or older,"(42.469400913, -93.816490556)"
2011,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.2,45 - 54,"(64.845079957001, -147.722059036)"
2014,Texas,Percent of adults aged 18 years and older who have obesity,36.5,45 - 54,"(31.827240407, -99.426770206)"
2011,Washington,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),36.9,55 - 64,"(47.522278629, -120.47001079)"
2013,Indiana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,29.6,18 - 24,"(39.766910452, -86.149960194)"
2011,Missouri,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,13.9,45 - 54,"(38.635790776, -92.566300053)"
2012,Maryland,Percent of adults aged 18 years and older who have an overweight classification,34.2,25 - 34,"(39.290580964, -76.609260111)"
2011,New Mexico,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.6,35 - 44,"(34.520880952, -106.240580985)"
2011,Montana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.1,35 - 44,"(47.066528972, -109.424420645)"
2011,Tennessee,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),35.1,35 - 44,"(35.68094058, -85.774490914)"
2013,Kansas,Percent of adults who engage in no leisure-time physical activity,19.3,18 - 24,"(38.3477403, -98.200781227)"
2015,Tennessee,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),41.1,25 - 34,"(35.68094058, -85.774490914)"
2011,Oklahoma,Percent of adults who engage in no leisure-time physical activity,27.4,35 - 44,"(35.472031356, -97.521070214)"
2011,Massachusetts,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,22.6,45 - 54,"(42.27687047, -72.082690675)"
2013,New Hampshire,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.7,18 - 24,"(43.655950113, -71.50036092)"
2011,Washington,Percent of adults aged 18 years and older who have obesity,31.4,55 - 64,"(47.522278629, -120.47001079)"
2014,Missouri,Percent of adults aged 18 years and older who have an overweight classification,40.3,55 - 64,"(38.635790776, -92.566300053)"
2015,Texas,Percent of adults aged 18 years and older who have an overweight classification,21.5,18 - 24,"(31.827240407, -99.426770206)"
2012,Illinois,Percent of adults aged 18 years and older who have an overweight classification,35.6,25 - 34,"(40.485010283, -88.997710178)"
2011,New Mexico,Percent of adults aged 18 years and older who have obesity,26.2,25 - 34,"(34.520880952, -106.240580985)"
2014,Wisconsin,Percent of adults aged 18 years and older who have an overweight classification,39.3,65 or older,"(44.393191174, -89.816370742)"
2015,Arizona,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,35.6,25 - 34,"(34.86597028, -111.763811277)"
2011,Arizona,Percent of adults aged 18 years and older who have an overweight classification,36.7,25 - 34,"(34.86597028, -111.763811277)"
2011,Texas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.9,35 - 44,"(31.827240407, -99.426770206)"
2013,New Jersey,Percent of adults who engage in no leisure-time physical activity,25.8,35 - 44,"(40.130570048, -74.273691288)"
2013,Tennessee,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,16.1,25 - 34,"(35.68094058, -85.774490914)"
2011,Connecticut,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,33.2,25 - 34,"(41.56266102, -72.649840952)"
2011,Alabama,Percent of adults who engage in no leisure-time physical activity,29.8,35 - 44,"(32.840571122, -86.631860762)"
2015,Maine,Percent of adults aged 18 years and older who have an overweight classification,39.1,45 - 54,"(45.254228894001, -68.985031336)"
2012,New Mexico,Percent of adults who engage in no leisure-time physical activity,13.4,18 - 24,"(34.520880952, -106.240580985)"
2015,Texas,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.4,65 or older,"(31.827240407, -99.426770206)"
2011,Massachusetts,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),34.6,45 - 54,"(42.27687047, -72.082690675)"
2015,Montana,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,36.3,25 - 34,"(47.066528972, -109.424420645)"
2012,Missouri,Percent of adults who engage in no leisure-time physical activity,18.9,25 - 34,"(38.635790776, -92.566300053)"
2015,Massachusetts,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,26.7,55 - 64,"(42.27687047, -72.082690675)"
2011,Colorado,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,23.5,65 or older,"(38.843840757, -106.133610921)"
2013,Tennessee,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),33.5,55 - 64,"(35.68094058, -85.774490914)"
2012,California,Percent of adults aged 18 years and older who have an overweight classification,36.4,25 - 34,"(37.638640123, -120.999999538)"
2014,Oregon,Percent of adults aged 18 years and older who have an overweight classification,22.3,18 - 24,"(44.567449424, -120.155031326)"
2015,South Carolina,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,24.0,25 - 34,"(33.998821303, -81.045371207)"
2014,Illinois,Percent of adults aged 18 years and older who have obesity,35.0,35 - 44,"(40.485010283, -88.997710178)"
2011,New Hampshire,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),55.7,25 - 34,"(43.655950113, -71.50036092)"
2011,Alaska,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,27.0,25 - 34,"(64.845079957001, -147.722059036)"
2013,South Dakota,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),49.2,35 - 44,"(44.353130053, -100.373530637)"
2011,Texas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,21.9,25 - 34,"(31.827240407, -99.426770206)"
2011,Connecticut,Percent of adults aged 18 years and older who have an overweight classification,37.6,55 - 64,"(41.56266102, -72.649840952)"
2012,Illinois,Percent of adults who engage in no leisure-time physical activity,16.7,35 - 44,"(40.485010283, -88.997710178)"
2013,Illinois,Percent of adults aged 18 years and older who have obesity,24.0,25 - 34,"(40.485010283, -88.997710178)"
2015,Indiana,Percent of adults aged 18 years and older who have obesity,22.6,18 - 24,"(39.766910452, -86.149960194)"
2015,Alabama,Percent of adults who engage in no leisure-time physical activity,33.8,45 - 54,"(32.840571122, -86.631860762)"
2011,Tennessee,Percent of adults who engage in no leisure-time physical activity,34.4,35 - 44,"(35.68094058, -85.774490914)"
2011,Wisconsin,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),28.6,35 - 44,"(44.393191174, -89.816370742)"
2011,North Dakota,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),25.6,45 - 54,"(47.475319779, -100.118421049)"
2013,Virginia,Percent of adults who engage in no leisure-time physical activity,24.3,45 - 54,"(37.542680674, -78.457890463)"
2013,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,25.8,25 - 34,"(37.542680674, -78.457890463)"
2013,Connecticut,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.6,55 - 64,"(41.56266102, -72.649840952)"
2013,Wisconsin,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,18.7,55 - 64,"(44.393191174, -89.816370742)"
2013,Wyoming,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.3,65 or older,"(43.235541343, -108.109830353)"
2011,Delaware,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),46.1,65 or older,"(39.008830667, -75.577741168)"
2011,Nevada,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.9,45 - 54,"(39.49324039, -117.071840564)"
2012,Hawaii,Percent of adults aged 18 years and older who have an overweight classification,36.4,55 - 64,"(21.304850435, -157.857749403)"
2015,Oklahoma,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,12.3,55 - 64,"(35.472031356, -97.521070214)"
2014,California,Percent of adults who engage in no leisure-time physical activity,23.7,55 - 64,"(37.638640123, -120.999999538)"
2015,Connecticut,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),37.2,55 - 64,"(41.56266102, -72.649840952)"
2011,Washington,Percent of adults aged 18 years and older who have obesity,32.9,35 - 44,"(47.522278629, -120.47001079)"
2015,Texas,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),44.8,18 - 24,"(31.827240407, -99.426770206)"
2013,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,39.1,55 - 64,"(34.520880952, -106.240580985)"
2014,Nevada,Percent of adults aged 18 years and older who have an overweight classification,41.7,45 - 54,"(39.49324039, -117.071840564)"
2012,Florida,Percent of adults who engage in no leisure-time physical activity,23.4,35 - 44,"(28.932040377, -81.928960539)"
2015,Kentucky,Percent of adults who engage in no leisure-time physical activity,37.4,45 - 54,"(37.645970271, -84.774971048)"
2012,Indiana,Percent of adults who engage in no leisure-time physical activity,27.2,45 - 54,"(39.766910452, -86.149960194)"
2015,Georgia,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,19.3,65 or older,"(32.839681093, -83.627580346)"
2015,Georgia,Percent of adults aged 18 years and older who have an overweight classification,27.4,18 - 24,"(32.839681093, -83.627580346)"
2012,Idaho,Percent of adults aged 18 years and older who have obesity,29.8,55 - 64,"(43.682630005, -114.363730042)"
2011,West Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic physical activity and engage in muscle-strengthening activities on 2 or more days a week,15.2,25 - 34,"(38.665510202, -80.712640135)"
2014,Maine,Percent of adults aged 18 years and older who have an overweight classification,31.1,25 - 34,"(45.254228894001, -68.985031336)"
2011,Iowa,Percent of adults who engage in muscle-strengthening activities on 2 or more days a week,21.0,55 - 64,"(42.469400913, -93.816490556)"
2013,West Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.3,55 - 64,"(38.665510202, -80.712640135)"
2012,Alabama,Percent of adults aged 18 years and older who have obesity,23.9,18 - 24,"(32.840571122, -86.631860762)"
2013,Rhode Island,Percent of adults aged 18 years and older who have an overweight classification,23.9,18 - 24,"(41.708280193, -71.522470314)"
2014,North Carolina,Percent of adults who engage in no leisure-time physical activity,17.9,25 - 34,"(35.466220975, -79.159250463)"
2011,Virginia,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),50.5,18 - 24,"(37.542680674, -78.457890463)"
2013,New Mexico,Percent of adults aged 18 years and older who have an overweight classification,38.0,35 - 44,"(34.520880952, -106.240580985)"
2013,New Hampshire,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),43.8,65 or older,"(43.655950113, -71.50036092)"
2015,Connecticut,Percent of adults who engage in no leisure-time physical activity,23.2,55 - 64,"(41.56266102, -72.649840952)"
2012,Illinois,Percent of adults aged 18 years and older who have an overweight classification,36.4,45 - 54,"(40.485010283, -88.997710178)"
2013,Indiana,Percent of adults aged 18 years and older who have obesity,19.7,18 - 24,"(39.766910452, -86.149960194)"
2015,Arkansas,Percent of adults aged 18 years and older who have an overweight classification,27.5,18 - 24,"(34.748650124, -92.274490743)"
2015,Oregon,Percent of adults aged 18 years and older who have obesity,20.3,18 - 24,"(44.567449424, -120.155031326)"
2013,Montana,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),57.9,65 or older,"(47.066528972, -109.424420645)"
2011,Virginia,Percent of adults who achieve at least 300 minutes a week of moderate-intensity aerobic physical activity or 150 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),32.6,45 - 54,"(37.542680674, -78.457890463)"
2015,Wyoming,Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination),51.9,35 - 44,"(43.235541343, -108.109830353)"
